employee_count_log,funding_stage_ord,num_regulatory_flags,flag_crypto,flag_cross_border_payments,flag_high_risk_corridors,flag_correspondent_banking,flag_neobank,flag_lending,has_recent_signal,employee_count,funding_stage,converted
5.365976015021851,3,0,0,0,0,0,0,0,0,213,series b,0
5.799092654460526,2,1,0,0,1,0,0,0,0,329,series a,0
6.6320017773956295,2,0,0,0,0,0,0,0,0,758,series a,0
4.553876891600541,6,2,0,0,1,1,0,0,0,94,public,1
7.375255778009754,1,3,0,1,0,1,0,1,0,1595,seed,0
6.0330862217988015,5,0,0,0,0,0,0,0,0,416,late-stage,0
4.852030263919617,3,0,0,0,0,0,0,0,0,127,series b,0
5.634789603169249,0,1,0,1,0,0,0,0,0,279,unknown,0
8.678801706612651,4,2,1,1,0,0,0,0,0,5876,series c,1
5.424950017481403,3,2,0,0,0,1,0,1,0,226,series b,1
5.796057750765372,0,2,0,0,0,1,1,0,0,328,unknown,0
3.6888794541139363,2,1,0,1,0,0,0,0,0,39,series a,0
5.41610040220442,0,1,0,0,0,0,0,1,0,224,unknown,0
3.7376696182833684,0,0,0,0,0,0,0,0,0,41,unknown,0
6.974478911025045,2,3,0,1,1,1,0,0,1,1068,series a,1
5.375278407684165,1,2,1,0,0,0,1,0,0,215,seed,0
5.389071729816501,3,1,0,0,0,0,0,1,1,218,series b,1
6.839476438228843,5,1,0,0,1,0,0,0,0,933,late-stage,0
3.6635616461296463,4,1,0,1,0,0,0,0,0,38,series c,1
4.007333185232471,1,1,0,1,0,0,0,0,0,54,seed,0
3.784189633918261,3,2,0,1,1,0,0,0,0,43,series b,1
6.810142450115136,3,2,0,1,0,0,1,0,0,906,series b,1
4.875197323201151,3,2,1,0,0,1,0,0,0,130,series b,0
4.574710978503383,1,4,1,1,1,0,1,0,0,96,seed,1
6.517671272912275,3,1,0,0,0,0,0,1,0,676,series b,0
2.5649493574615367,0,2,0,0,0,1,0,1,1,12,unknown,1
7.688913336864796,4,0,0,0,0,0,0,0,0,2183,series c,0
5.8944028342648505,2,2,0,0,0,0,1,1,0,362,series a,1
4.919980925828125,5,1,0,0,0,0,0,1,0,136,late-stage,0
4.6913478822291435,5,3,1,1,0,0,1,0,0,108,late-stage,1
5.579729825986222,3,1,0,0,0,0,0,1,0,264,series b,0
6.5998704992128365,5,0,0,0,0,0,0,0,1,734,late-stage,0
5.176149732573829,4,1,0,0,0,0,1,0,0,176,series c,0
7.887208585813932,6,3,1,1,0,0,1,0,0,2662,public,1
6.7580945044277305,6,3,1,1,0,0,1,0,0,860,public,0
6.1092475827643655,3,1,0,0,0,0,0,1,0,449,series b,0
5.926926025970411,1,2,0,0,1,0,0,1,1,374,seed,1
5.017279836814924,4,1,0,0,0,0,1,0,0,150,series c,0
4.04305126783455,1,0,0,0,0,0,0,0,0,56,seed,0
5.733341276897746,0,0,0,0,0,0,0,0,0,308,unknown,0
4.0943445622221,3,2,0,0,0,1,1,0,0,59,series b,1
6.249975242259483,5,4,0,1,1,0,1,1,0,517,late-stage,1
5.488937726156687,5,1,0,0,0,0,0,1,0,241,late-stage,0
5.537334267018537,1,0,0,0,0,0,0,0,0,253,seed,0
6.4692503167957724,5,2,1,1,0,0,0,0,0,644,late-stage,1
4.6443908991413725,6,3,1,1,0,0,1,0,0,103,public,1
5.081404364984463,5,0,0,0,0,0,0,0,0,160,late-stage,0
4.564348191467836,5,0,0,0,0,0,0,0,0,95,late-stage,0
6.963189985870238,2,2,0,0,0,1,0,1,0,1056,series a,0
5.648974238161206,4,1,0,0,0,0,0,1,0,283,series c,0
4.6913478822291435,5,2,1,1,0,0,0,0,0,108,late-stage,1
5.929589143389895,4,0,0,0,0,0,0,0,0,375,series c,0
2.9444389791664403,6,0,0,0,0,0,0,0,0,18,public,0
4.948759890378168,1,2,0,1,1,0,0,0,0,140,seed,0
8.11162807830774,4,0,0,0,0,0,0,0,0,3332,series c,0
5.19295685089021,1,2,0,0,0,0,1,1,0,179,seed,0
4.6913478822291435,4,3,1,1,0,1,0,0,0,108,series c,1
5.713732805509369,1,0,0,0,0,0,0,0,0,302,seed,1
6.838405200847344,2,3,1,1,0,0,1,0,0,932,series a,1
4.219507705176107,6,0,0,0,0,0,0,0,0,67,public,0
7.551186867296149,6,2,0,1,0,0,1,0,0,1902,public,0
5.003946305945459,5,2,0,1,0,1,0,0,0,148,late-stage,1
4.5217885770490405,0,0,0,0,0,0,0,0,0,91,unknown,0
3.9318256327243257,1,1,0,0,1,0,0,0,0,50,seed,0
3.6109179126442243,0,2,0,1,1,0,0,0,0,36,unknown,0
4.844187086458591,5,1,1,0,0,0,0,0,0,126,late-stage,0
4.07753744390572,2,1,0,0,1,0,0,0,0,58,series a,0
5.676753802268282,4,0,0,0,0,0,0,0,1,291,series c,0
4.804021044733257,4,3,1,1,0,1,0,0,1,121,series c,1
4.812184355372417,3,3,1,1,0,0,0,1,0,122,series b,1
2.4849066497880004,6,0,0,0,0,0,0,0,0,11,public,0
4.189654742026425,3,1,0,0,0,0,0,1,0,65,series b,0
6.966024187106113,0,0,0,0,0,0,0,0,0,1059,unknown,0
6.6895992691789665,0,2,0,1,0,0,1,0,0,803,unknown,0
4.499809670330265,6,0,0,0,0,0,0,0,0,89,public,0
7.723120092266331,0,1,0,0,1,0,0,0,1,2259,unknown,0
3.9318256327243257,6,0,0,0,0,0,0,0,0,50,public,0
5.886104031450156,1,1,0,0,0,0,1,0,0,359,seed,0
7.077498053569231,6,3,0,1,0,1,1,0,0,1184,public,1
5.075173815233827,6,2,1,1,0,0,0,0,0,159,public,0
5.501258210544727,1,0,0,0,0,0,0,0,0,244,seed,0
6.131226489483141,5,0,0,0,0,0,0,0,0,459,late-stage,0
4.3694478524670215,6,1,0,1,0,0,0,0,0,78,public,0
4.330733340286331,6,1,0,1,0,0,0,0,0,75,public,1
6.361302477572996,0,4,0,1,1,1,0,1,0,578,unknown,1
6.352629396319567,1,3,0,1,0,0,1,1,0,573,seed,1
6.634633357861686,5,0,0,0,0,0,0,0,0,760,late-stage,0
7.349230824613334,4,1,0,1,0,0,0,0,0,1554,series c,1
4.48863636973214,4,3,1,1,0,0,0,1,0,88,series c,1
6.284134161070802,4,2,1,0,1,0,0,0,0,535,series c,1
1.791759469228055,0,1,0,0,0,0,0,1,0,5,unknown,0
5.429345628954441,4,1,0,0,0,0,1,0,0,227,series c,0
3.7612001156935624,6,0,0,0,0,0,0,0,0,42,public,0
3.1780538303479458,6,1,0,0,1,0,0,0,0,23,public,0
4.174387269895637,0,2,0,0,1,0,0,1,0,64,unknown,1
5.8111409929767,3,3,1,1,0,0,0,1,0,333,series b,1
3.044522437723423,2,2,1,1,0,0,0,0,0,20,series a,1
4.51085950651685,0,2,0,1,0,0,1,0,0,90,unknown,0
5.384495062789089,1,2,0,1,0,0,1,0,0,217,seed,0
7.045776576879511,6,2,0,0,0,0,1,1,0,1147,public,0
4.6443908991413725,3,0,0,0,0,0,0,0,0,103,series b,0
5.768320995793772,2,1,0,0,0,0,1,0,0,319,series a,0
4.219507705176107,2,0,0,0,0,0,0,0,0,67,series a,0
4.04305126783455,1,4,1,1,1,0,0,1,0,56,seed,1
4.718498871295094,2,1,0,0,0,0,0,1,0,111,series a,0
5.247024072160486,4,3,1,1,0,0,1,0,0,189,series c,1
2.70805020110221,2,2,1,1,0,0,0,0,0,14,series a,1
6.1092475827643655,2,0,0,0,0,0,0,0,0,449,series a,0
7.506591780070841,3,2,1,1,0,0,0,0,1,1819,series b,1
6.1463292576688975,5,1,0,1,0,0,0,0,0,466,late-stage,1
5.560681631015528,0,0,0,0,0,0,0,0,0,259,unknown,0
5.0106352940962555,2,2,0,0,1,0,1,0,0,149,series a,0
9.015298250772847,2,2,0,1,0,0,1,0,0,8227,series a,1
4.110873864173311,3,1,0,1,0,0,0,0,0,60,series b,0
6.253828811575473,2,2,0,0,1,1,0,0,0,519,series a,1
5.111987788356544,6,4,1,1,0,1,1,0,0,165,public,1
4.204692619390966,6,1,0,1,0,0,0,0,1,66,public,1
5.726847747587197,5,2,1,1,0,0,0,0,0,306,late-stage,1
6.905753276311464,2,1,0,0,1,0,0,0,0,997,series a,0
5.521460917862246,3,0,0,0,0,0,0,0,0,249,series b,0
5.805134968916488,0,1,1,0,0,0,0,0,0,331,unknown,0
5.384495062789089,3,2,1,1,0,0,0,0,0,217,series b,1
4.532599493153256,6,0,0,0,0,0,0,0,0,92,public,0
6.910750787961936,0,2,0,0,1,0,1,0,0,1002,unknown,0
3.1354942159291497,4,3,1,1,0,1,0,0,0,22,series c,1
2.9444389791664403,6,1,0,0,0,1,0,0,0,18,public,0
3.4657359027997265,2,3,1,1,0,1,0,0,1,31,series a,1
4.343805421853684,1,2,1,1,0,0,0,0,0,76,seed,1
5.863631175598097,2,0,0,0,0,0,0,0,0,351,series a,0
6.982862751468942,3,2,0,0,1,0,0,1,0,1077,series b,1
5.840641657373398,3,3,1,0,1,0,1,0,0,343,series b,1
6.555356891810665,0,2,0,1,0,1,0,0,0,702,unknown,0
3.970291913552122,1,1,0,1,0,0,0,0,0,52,seed,0
7.424165281042028,1,5,1,1,1,0,1,1,0,1675,seed,1
2.3978952727983707,0,0,0,0,0,0,0,0,0,10,unknown,0
3.4339872044851463,0,1,0,0,0,0,1,0,0,30,unknown,0
4.927253685157205,3,0,0,0,0,0,0,0,0,137,series b,0
3.367295829986474,2,1,0,0,0,0,1,0,0,28,series a,0
7.2640301428995295,6,0,0,0,0,0,0,0,1,1427,public,0
8.239065331769268,4,1,0,0,0,1,0,0,0,3785,series c,0
4.23410650459726,1,1,1,0,0,0,0,0,0,68,seed,0
6.499787040655854,2,2,0,1,1,0,0,0,0,664,series a,1
3.1354942159291497,1,3,1,1,0,0,0,1,0,22,seed,1
4.90527477843843,0,1,1,0,0,0,0,0,0,134,unknown,0
4.356708826689592,1,1,0,1,0,0,0,0,0,77,seed,0
6.561030665896573,5,2,1,1,0,0,0,0,0,706,late-stage,1
6.220590170099739,1,1,0,1,0,0,0,0,0,502,seed,1
7.719129840906732,1,1,0,0,1,0,0,0,0,2250,seed,0
7.817222785508166,6,4,0,1,0,1,1,1,0,2482,public,1
6.9930151229329605,0,1,0,0,0,0,1,0,0,1088,unknown,0
6.320768294250582,3,2,0,0,0,0,1,1,0,555,series b,0
3.332204510175204,6,0,0,0,0,0,0,0,0,27,public,0
5.968707559985366,2,1,0,1,0,0,0,0,0,390,series a,1
6.333279628139691,6,0,0,0,0,0,0,0,0,562,public,0
6.759255270663693,5,0,0,0,0,0,0,0,0,861,late-stage,0
6.111467339502679,5,0,0,0,0,0,0,0,1,450,late-stage,0
5.389071729816501,6,3,1,1,0,0,1,0,0,218,public,1
4.990432586778736,2,0,0,0,0,0,0,0,0,146,series a,0
5.777652323222656,0,0,0,0,0,0,0,0,0,322,unknown,0
6.982862751468942,4,2,0,1,0,1,0,0,0,1077,series c,1
4.248495242049359,3,0,0,0,0,0,0,0,0,69,series b,0
4.430816798843313,4,1,0,0,1,0,0,0,0,83,series c,1
3.6635616461296463,5,3,1,1,0,1,0,0,0,38,late-stage,1
5.19295685089021,5,2,0,0,0,1,0,1,0,179,late-stage,0
3.58351893845611,5,2,0,1,0,0,0,1,0,35,late-stage,0
6.741700694652055,1,1,0,0,0,0,1,0,1,846,seed,0
5.272999558563747,0,2,0,1,0,0,1,0,0,194,unknown,0
5.652489180268651,5,3,1,1,1,0,0,0,0,284,late-stage,1
4.330733340286331,3,1,0,1,0,0,0,0,0,75,series b,0
5.198497031265826,2,2,0,0,1,0,1,0,0,180,series a,1
4.890349128221754,0,2,0,0,1,1,0,0,0,132,unknown,0
5.932245187448011,0,1,0,1,0,0,0,0,0,376,unknown,0
7.77863014732581,6,0,0,0,0,0,0,0,0,2388,public,0
6.1070228877422545,3,2,0,1,0,0,0,1,0,448,series b,1
4.7535901911063645,2,0,0,0,0,0,0,0,0,115,series a,0
6.246106765481563,5,3,1,1,1,0,0,0,1,515,late-stage,1
5.863631175598097,3,3,1,1,0,0,0,1,0,351,series b,1
6.480044561926653,1,4,0,1,1,0,1,1,0,651,seed,1
3.367295829986474,3,2,1,1,0,0,0,0,0,28,series b,1
5.2832037287379885,6,2,0,1,0,0,0,1,0,196,public,1
5.303304908059076,5,3,0,1,0,0,1,1,0,200,late-stage,0
6.324358962381311,1,0,0,0,0,0,0,0,0,557,seed,0
4.624972813284271,4,3,1,1,0,0,0,1,0,101,series c,1
6.478509642208569,0,1,0,0,0,0,1,0,0,650,unknown,0
5.37989735354046,2,1,0,0,0,1,0,0,0,216,series a,1
3.6888794541139363,1,3,1,1,0,1,0,0,0,39,seed,1
7.954372272531867,4,3,0,1,1,0,1,0,1,2847,series c,1
3.8501476017100584,6,0,0,0,0,0,0,0,0,46,public,0
7.0317412587631285,4,2,0,1,0,1,0,0,1,1131,series c,1
5.123963979403259,5,0,0,0,0,0,0,0,1,167,late-stage,0
5.075173815233827,2,1,0,0,0,1,0,0,0,159,series a,0
4.543294782270004,5,2,0,1,0,0,0,1,0,93,late-stage,1
4.74493212836325,4,0,0,0,0,0,0,0,0,114,series c,0
5.247024072160486,5,1,0,0,0,0,1,0,0,189,late-stage,0
7.615791072035833,1,0,0,0,0,0,0,0,1,2029,seed,0
8.056109659545061,6,0,0,0,0,0,0,0,0,3152,public,0
4.955827057601261,5,1,0,1,0,0,0,0,0,141,late-stage,0
7.45182223652793,5,3,1,1,0,0,1,0,0,1722,late-stage,1
5.3706380281276624,0,0,0,0,0,0,0,0,0,214,unknown,0
5.3471075307174685,4,2,1,1,0,0,0,0,0,209,series c,1
4.330733340286331,1,2,0,0,0,0,1,1,0,75,seed,0
5.723585101952381,0,1,0,0,0,0,0,1,0,305,unknown,0
6.502790045915623,1,4,1,1,0,0,1,1,0,666,seed,1
4.890349128221754,6,1,0,0,0,1,0,0,0,132,public,1
7.874358824729881,5,1,0,0,0,0,0,1,0,2628,late-stage,1
5.560681631015528,4,3,0,1,0,0,1,1,0,259,series c,1
6.473890696352274,2,2,1,1,0,0,0,0,1,647,series a,1
5.44673737166631,1,1,0,0,0,0,0,1,1,231,seed,1
7.1459844677143876,1,2,0,0,1,0,0,1,0,1268,seed,0
6.587550014824796,4,2,0,0,1,0,0,1,0,725,series c,0
8.97335141383992,0,3,1,1,1,0,0,0,0,7889,unknown,1
4.700480365792417,3,1,0,1,0,0,0,0,0,109,series b,0
5.733341276897746,6,4,1,1,0,0,1,1,0,308,public,1
3.7376696182833684,3,3,1,1,0,0,1,0,0,41,series b,1
4.962844630259907,3,2,0,0,0,1,0,1,0,142,series b,1
5.556828061699537,5,1,0,0,1,0,0,0,0,258,late-stage,1
7.355641102974253,2,1,0,0,1,0,0,0,0,1564,series a,1
3.6375861597263857,5,3,1,1,1,0,0,0,0,37,late-stage,1
4.007333185232471,6,3,1,1,1,0,0,0,0,54,public,1
6.994849985833071,0,2,0,1,0,0,1,0,0,1090,unknown,0
5.641907070938114,5,1,0,0,0,0,1,0,0,281,late-stage,0
5.081404364984463,2,3,0,1,1,1,0,0,0,160,series a,1
6.499787040655854,1,0,0,0,0,0,0,0,0,664,seed,0
4.859812404361672,4,1,0,1,0,0,0,0,1,128,series c,1
6.721425700790643,0,0,0,0,0,0,0,0,0,829,unknown,0
5.680172609017068,2,2,0,0,1,0,0,1,1,292,series a,0
6.513230110912307,3,0,0,0,0,0,0,0,0,673,series b,0
5.575949103146316,5,1,0,1,0,0,0,0,1,263,late-stage,0
3.6109179126442243,1,2,0,1,0,1,0,0,0,36,seed,0
2.0794415416798357,4,3,1,1,0,0,0,1,0,7,series c,1
6.133398042996649,6,0,0,0,0,0,0,0,0,460,public,1
4.709530201312334,2,1,0,0,0,0,1,0,0,110,series a,1
6.054439346269371,5,0,0,0,0,0,0,0,0,425,late-stage,0
4.330733340286331,5,0,0,0,0,0,0,0,0,75,late-stage,0
6.423246963533519,1,1,0,0,0,0,0,1,0,615,seed,0
5.0369526024136295,5,0,0,0,0,0,0,0,1,153,late-stage,0
4.23410650459726,5,0,0,0,0,0,0,0,0,68,late-stage,0
3.8501476017100584,3,3,1,1,0,0,0,1,0,46,series b,1
6.93828448401696,6,3,0,0,1,1,0,1,0,1030,public,1
4.406719247264253,1,2,1,1,0,0,0,0,0,81,seed,1
8.183118079394745,1,0,0,0,0,0,0,0,0,3579,seed,0
2.772588722239781,0,1,0,0,0,0,1,0,0,15,unknown,0
6.453624998892692,1,1,0,1,0,0,0,0,0,634,seed,0
6.903747257584598,2,0,0,0,0,0,0,0,0,995,series a,0
6.082218910376446,3,2,0,0,1,1,0,0,0,437,series b,1
6.082218910376446,5,4,1,1,0,0,1,1,0,437,late-stage,1
6.0014148779611505,2,1,0,0,0,0,0,1,0,403,series a,0
5.0689042022202315,2,0,0,0,0,0,0,0,0,158,series a,0
6.863803391452954,3,1,0,0,1,0,0,0,0,956,series b,1
6.255750041753367,4,2,1,1,0,0,0,0,0,520,series c,1
6.139884552226255,3,2,0,1,0,0,0,1,0,463,series b,0
6.226536669287466,1,3,1,1,0,1,0,0,0,505,seed,1
4.465908118654584,6,1,0,0,0,0,1,0,0,86,public,0
7.315218389752975,5,3,1,1,0,0,0,1,0,1502,late-stage,1
5.4510384535657,6,2,0,1,1,0,0,0,0,232,public,1
5.953243334287785,2,0,0,0,0,0,0,0,0,384,series a,0
7.095064377287131,2,0,0,0,0,0,0,0,0,1205,series a,0
3.7612001156935624,5,1,1,0,0,0,0,0,0,42,late-stage,1
7.358830898342354,6,2,0,1,0,0,0,1,0,1569,public,0
6.023447592961033,5,2,1,1,0,0,0,0,0,412,late-stage,1
6.186208623900494,1,2,0,0,1,0,1,0,0,485,seed,0
5.680172609017068,1,0,0,0,0,0,0,0,0,292,seed,0
2.995732273553991,4,0,0,0,0,0,0,0,0,19,series c,0
4.48863636973214,0,1,0,1,0,0,0,0,0,88,unknown,0
5.605802066295998,1,2,0,1,1,0,0,0,0,271,seed,1
5.3706380281276624,1,1,0,1,0,0,0,0,0,214,seed,0
5.594711379601839,0,1,1,0,0,0,0,0,0,268,unknown,1
3.367295829986474,3,1,0,0,0,1,0,0,0,28,series b,0
5.241747015059643,2,1,0,1,0,0,0,0,0,188,series a,1
6.082218910376446,5,2,0,0,1,0,1,0,0,437,late-stage,1
6.09807428216624,0,2,0,0,0,0,1,1,0,444,unknown,1
7.8156105320351905,1,2,1,1,0,0,0,0,0,2478,seed,0
4.143134726391533,5,1,0,1,0,0,0,0,0,62,late-stage,0
5.375278407684165,6,2,1,1,0,0,0,0,0,215,public,0
5.739792912179234,4,0,0,0,0,0,0,0,0,310,series c,0
5.808142489980444,5,1,1,0,0,0,0,0,0,332,late-stage,0
5.2832037287379885,5,1,0,1,0,0,0,0,0,196,late-stage,1
6.269096283706261,4,3,1,1,0,0,1,0,0,527,series c,1
6.429719478039138,5,3,1,1,0,0,1,0,0,619,late-stage,1
4.867534450455582,5,2,0,1,0,0,0,1,0,129,late-stage,1
7.329093736246591,4,4,1,1,1,0,0,1,0,1523,series c,1
2.4849066497880004,0,2,1,1,0,0,0,0,0,11,unknown,1
3.5263605246161616,1,2,1,1,0,0,0,0,0,33,seed,1
3.784189633918261,0,2,0,1,0,0,0,1,0,43,unknown,0
6.366470447731438,4,2,0,1,0,0,1,0,0,581,series c,0
6.016157159698354,1,0,0,0,0,0,0,0,0,409,seed,0
7.108244139731541,3,1,0,0,0,1,0,0,0,1221,series b,0
6.785587645007929,2,0,0,0,0,0,0,0,0,884,series a,0
5.19295685089021,2,1,0,0,0,0,1,0,0,179,series a,0
5.886104031450156,5,1,0,0,0,0,1,0,0,359,late-stage,0
4.700480365792417,1,0,0,0,0,0,0,0,0,109,seed,0
6.815639990074331,2,0,0,0,0,0,0,0,0,911,series a,0
5.087596335232384,4,1,0,0,0,1,0,0,0,161,series c,0
6.7580945044277305,4,0,0,0,0,0,0,0,0,860,series c,0
6.326149473155099,4,0,0,0,0,0,0,0,0,558,series c,0
4.605170185988092,6,1,0,0,1,0,0,0,0,99,public,0
5.272999558563747,0,2,0,1,1,0,0,0,0,194,unknown,0
6.428105272684596,2,2,0,1,0,1,0,0,0,618,series a,0
5.407171771460119,1,2,1,1,0,0,0,0,0,222,seed,1
4.990432586778736,4,0,0,0,0,0,0,0,0,146,series c,0
4.927253685157205,6,4,1,1,1,0,1,0,0,137,public,1
5.214935757608986,5,4,1,1,1,0,0,1,0,183,late-stage,1
6.226536669287466,4,2,0,1,0,0,0,1,0,505,series c,0
6.453624998892692,0,2,0,0,0,1,0,1,0,634,unknown,0
4.51085950651685,6,2,0,0,1,0,0,1,0,90,public,0
5.225746673713202,3,0,0,0,0,0,0,0,0,185,series b,1
7.3914152346753585,4,2,0,1,0,0,0,1,1,1621,series c,0
6.194405391104672,5,0,0,0,0,0,0,0,0,489,late-stage,0
5.598421958998375,3,1,0,0,0,0,1,0,0,269,series b,0
5.605802066295998,6,2,0,0,1,0,1,0,0,271,public,1
6.569481420414296,1,2,1,1,0,0,0,0,0,712,seed,1
6.20455776256869,0,2,0,0,1,1,0,0,0,494,unknown,0
6.220590170099739,1,1,0,1,0,0,0,0,0,502,seed,0
9.752373922866367,1,3,1,1,0,1,0,0,0,17194,seed,1
4.2626798770413155,6,3,0,1,1,1,0,0,0,70,public,1
